FilteredChannel1,FilteredChannel2,FilteredChannel3,FilteredChannel4
-1.998050,-1.324270,-2.166551,-2.274553
0.348839,1.316375,0.425605,0.694485
0.621815,1.440975,0.599797,0.044051
-0.104362,-2.125259,-0.095763,0.535514
0.132649,-0.321070,0.128538,-0.112842
-0.134963,1.138118,-0.055286,0.189572
0.503016,-0.668891,0.146698,-0.615753
-0.103765,-1.182828,0.295813,0.908150
-0.058156,1.839314,0.079742,-0.612037
1.269152,-0.213352,0.767668,0.827586
3.728713,1.345222,7.091660,-3.472301
-12.634671,-2.229973,-10.381404,0.651323
10.142542,1.887130,5.235983,-0.831062
-1.079579,-1.358164,-1.432211,6.371648
-2.658195,0.413894,-2.588742,-5.008911
2.315156,-0.389568,0.806789,3.000202
4.203058,0.483354,1.332072,-0.615472
-1.822019,1.386354,-1.785068,0.739750
-4.895656,-0.844970,1.296337,-1.092950
4.409938,-0.904402,-2.879021,0.033165
1.770149,-0.047960,8.712479,7.619340
-12.114471,0.905629,-13.443071,-13.528921
3.653673,-0.420206,6.781831,5.410146
0.064807,-1.661659,-6.135108,-5.170450
5.068134,3.851035,5.297496,5.166022
-3.773268,-1.063088,2.163596,-0.031856
4.951941,-0.968785,1.365375,3.439547
2.639368,-0.212642,6.004920,2.580284
-3.038296,0.773961,-5.305162,-3.769831
-3.984992,-0.572460,-5.071814,-3.568650
0.455332,0.858081,0.596416,0.257488
2.378702,-1.055559,2.395981,3.190691
1.276939,-0.613293,1.259071,0.766049
-2.688923,0.287322,-2.418156,-2.553623
0.191735,0.069319,-0.116805,0.139852
-0.603248,1.243524,-0.675564,-1.234812
1.247864,0.387098,1.251916,1.436810
-0.478449,-1.067092,-0.079148,0.130514
-0.232379,-1.688797,-0.484565,-0.777815
0.778469,1.324088,0.537750,0.532222
-1.432583,1.565841,-0.972865,-0.916451
1.156383,-2.321142,0.991997,1.495320
0.634835,-0.851487,0.419921,0.299916
-0.702222,2.380583,-0.513485,-0.820005
-0.734561,-1.976697,-0.745622,-0.236513
0.280670,1.654034,0.384105,-0.094498
-0.213527,-0.417607,-0.407077,-0.357277
0.857736,-0.260711,0.765756,-0.134353
-1.073012,2.749975,-0.733994,0.211267
1.599956,-0.603758,1.455223,2.084231
-1.945380,-2.234229,-2.139776,-2.859739
0.863026,0.458871,0.653538,0.290836
-0.218098,1.458329,-0.282713,0.263391
-0.225773,-1.747168,0.279533,0.237640
0.066246,-1.222638,-0.067206,-0.194787
0.977063,2.515992,0.975391,0.986020
-0.326776,-1.224614,-0.478279,-0.620484
-1.659105,1.683551,-1.525425,-1.432438
1.179330,-1.425072,1.401846,1.113544
-0.077267,-0.444362,-0.261667,0.011437
0.132745,2.550643,-0.020276,-0.240640
0.237756,-1.780846,0.367484,0.565224
-0.247119,-0.100375,-0.195134,-0.312306
-0.001786,2.486670,0.006756,0.182139
0.096130,-2.680857,-0.004723,-0.143896
-0.272992,-1.076531,-0.102733,0.055804
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
