FilteredChannel1,FilteredChannel2,FilteredChannel3,FilteredChannel4
0.012437,-5.628884,0.286640,0.724760
-0.937841,4.358857,-0.838773,-0.809747
-0.435478,0.627503,-0.533135,-0.768584
1.596876,-3.672801,1.261059,0.697242
0.644517,1.418182,0.853260,1.150265
-1.161397,-1.573471,-1.268282,-1.425668
-3.360386,2.746999,-1.341415,-0.047336
-1.400901,-2.740659,4.351260,0.717326
1.979329,3.394931,7.294873,-1.138010
-4.604354,-2.132818,-15.961519,-3.778641
11.883915,-1.492467,7.629715,4.657513
-5.649324,0.654465,-0.558502,1.896201
-8.754415,1.637805,6.069611,-4.504372
6.662172,-0.041735,-8.717196,-1.423937
5.999409,0.027660,-9.220771,1.591561
7.856839,0.661954,17.366117,7.257430
-11.841687,-0.146897,-3.291775,-1.420167
-0.101690,-0.964213,-6.963223,-5.269873
-2.646203,-1.381579,0.750036,-0.563359
7.394676,-0.172386,6.983327,4.316851
0.103441,2.868355,-2.992502,-1.527569
-2.775031,-1.321355,1.111160,1.083674
-3.233288,0.452439,0.457231,-2.094129
-0.667184,-2.243541,-0.247946,1.954036
6.639526,1.922258,-0.685988,2.615403
-4.915763,-1.591923,-6.356338,-5.098417
1.999440,-0.266556,3.211111,1.740347
3.441305,0.191655,4.172836,3.034007
1.483721,3.729853,-0.897558,-3.516432
-4.245656,-2.880147,2.159351,2.678379
0.541476,-0.283486,-2.217522,-0.340833
-1.535673,0.240713,-1.705488,-2.476661
-0.801827,1.125713,-0.969671,-0.779479
2.680265,-0.695732,2.786897,2.849103
-0.887630,-0.801364,-1.124858,-1.653578
-0.757430,0.235168,0.076737,1.743755
-0.984058,-1.237310,-0.818095,-1.934958
1.172284,3.890458,0.184678,-0.056935
-1.059290,-2.819882,-1.407446,-2.349526
1.211132,0.519626,1.841012,2.826348
-0.703154,1.499035,-0.694325,-0.360871
0.463568,0.121086,0.496631,0.420550
-1.354795,-2.388818,-1.497688,-1.474896
-0.726719,2.539210,-0.683456,-0.495837
1.675305,-3.006718,1.871639,1.691130
-0.524160,0.036258,-0.794974,-0.687931
0.437973,1.150119,0.635189,0.449636
-0.206308,1.292053,-0.076379,-0.020442
-0.025211,0.322083,-0.395368,-0.698973
0.287304,-2.493555,0.558439,0.796971
1.254769,0.227512,1.039066,0.793473
-1.543272,0.551238,-1.550653,-1.199593
0.301344,0.823789,0.379618,0.219910
0.410632,-0.124137,0.237915,0.247825
-0.473479,0.566513,-0.299201,-0.320300
1.095744,0.607746,0.943106,0.737347
-0.973713,-0.228445,-0.743804,-0.647101
0.708171,-2.266178,0.671983,0.793966
-0.351877,-0.334375,-0.485114,-0.880644
-1.129152,2.041437,-1.092818,-0.375536
0.890332,1.527313,0.885843,0.541594
-0.522049,-2.735807,-0.405149,-0.019618
0.961659,0.882655,0.764690,-0.213354
-1.029466,-2.661752,-0.847035,-0.350629
0.486671,0.177976,0.419404,0.538584
0.394827,3.279618,0.267740,0.501968
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
