FilteredChannel1,FilteredChannel2,FilteredChannel3,FilteredChannel4
-0.225253,3.133636,-0.180118,-0.074101
0.509897,-1.928255,0.414630,0.221877
-0.672022,1.943585,-0.912817,-0.674865
0.723952,-0.251157,1.387636,0.214595
-1.496404,-0.254143,-2.066274,-0.632341
5.366879,-0.847469,4.456487,3.315961
-4.585240,0.894244,-3.256104,-4.446527
-4.452716,0.970266,-4.450098,1.026266
3.026096,-1.324613,-0.392792,-0.742540
1.693859,-0.255070,1.094156,1.132566
-6.554170,0.613043,-0.492210,-3.076271
7.008341,-0.533096,6.180418,8.048199
-6.823606,-0.374651,-7.477386,-7.524898
1.524721,-1.136504,0.467810,1.481021
13.383787,1.517723,11.635035,6.210806
-10.594370,-1.749850,-8.932922,-4.355392
1.044197,2.303842,1.541856,-0.755425
-2.447698,-0.966406,-1.762390,-0.165303
1.864282,-0.164135,2.537839,1.842352
0.775857,0.872474,-2.964443,-3.696104
-3.065043,-1.634794,0.150678,0.459746
7.647733,0.058324,5.610948,4.870435
-2.578121,1.294366,-3.001964,-3.690193
-1.363592,-0.337001,0.788622,-0.345529
-3.224701,0.032452,-2.997867,1.405427
3.614538,-0.732086,4.353697,2.167569
-0.138740,2.720153,-3.886552,-3.860623
2.411416,-0.607213,3.880867,2.679861
2.071069,-2.054705,1.701690,-0.072277
-5.169828,0.152677,-5.611456,-2.346039
1.779265,0.121193,1.954109,2.571618
0.239130,0.436346,2.076875,0.862893
-3.086825,0.026691,-5.213126,-3.972730
0.612821,-0.404159,1.588977,1.882423
0.686649,-0.383922,3.110306,3.119887
4.016382,1.079034,2.542316,-0.447166
-2.866077,1.273858,-2.940458,-1.742346
0.577286,-2.360713,-0.431567,-1.111546
-4.170108,1.193803,-2.009813,-1.414642
4.149523,0.841311,3.664752,3.237838
1.828052,-0.486269,0.467260,1.022247
-4.238495,0.312233,-4.447314,-4.023031
1.476174,-1.022061,1.561937,2.543924
0.001984,-1.513815,0.990317,-0.893839
-0.320718,0.480515,-0.853407,-0.287273
1.276567,0.803675,1.752167,1.940037
-0.198144,1.211755,-0.641975,-1.209265
-1.771347,1.323735,-0.875567,-0.829089
1.023518,-1.109242,-0.171684,0.020367
-0.247401,-1.640038,0.300501,0.331874
0.535057,1.693870,0.255124,0.343621
-0.629541,-2.321297,-0.300229,-0.127288
-1.467694,0.011279,-0.475001,-0.755031
3.097911,1.656283,1.248476,1.497518
-2.259898,0.062936,-1.830317,-1.869894
0.561084,-0.669238,0.903751,0.661991
-0.107451,1.487881,-0.011181,0.160388
0.318819,-2.227458,0.027684,-0.225291
-0.162288,1.079675,-0.167832,0.333229
0.199513,-0.922377,0.213695,-0.226897
0.084727,-0.282683,0.134417,0.306252
0.359526,-0.353963,0.280345,0.242903
-0.257545,2.232826,-0.388760,-0.322341
-0.095848,-2.259631,0.040932,-0.024194
-0.201358,-0.391642,-0.116293,-0.294038
-0.129282,3.331371,-0.120419,0.070731
0.427315,-2.473810,0.313281,0.239420
-0.187998,0.874504,-0.071894,-0.065414
0.160293,-0.503015,0.057649,0.085429
-0.068896,0.286977,0.041001,0.177836
0.085839,-1.089091,-0.035959,-0.093470
-0.297957,-1.131730,-0.334117,-0.284230
-0.009389,3.220810,0.190917,-0.175674
0.027281,0.085223,-0.130619,0.272903
0.109186,-2.167089,0.180265,0.123544
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
