Channel1	Channel2	Channel3	Channel4	Channel5	Channel6	Channel7	Channel8	FilteredChannel1	FilteredChannel2	FilteredChannel3	FilteredChannel4	FilteredChannel5	FilteredChannel6	FilteredChannel7	FilteredChannel8	GyroX	GyroY	GyroZ	AccX	AccY	AccZ	PPG1	PPG2	rawPPG1	rawPPG2	rawPPG3	Hr	Hrv	Battery	Trigger	PhysicalTrigger	AutoTrigger	NumMeasurements	Timestamp
-16675.740000	-16520.895000	-19909.215000	-12667.680000	0.000000	0.000000	0.000000	0.000000	-8.570685	-12.197155	-5.524720	-6.820730	-0.000000	0.000000	0.000000	0.000000	5.783540	0.549360	3.540320	0.021179	0.976743	-0.084045	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328459.000000	1772311315.430143
-16688.115000	-16499.790000	-19921.500000	-12679.605000	0.000000	0.000000	0.000000	0.000000	-9.583641	-5.479281	-7.404469	-9.492296	-0.000000	0.000000	0.000000	0.000000	5.783540	0.549360	3.540320	0.021179	0.976743	-0.084045	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328460.000000	1772311315.430145
-16688.655000	-16492.050000	-19921.455000	-12676.815000	0.000000	0.000000	0.000000	0.000000	-7.100199	2.629143	-6.579282	-8.709781	-0.000000	0.000000	0.000000	0.000000	5.783540	0.549360	3.540320	0.021179	0.976743	-0.084045	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328461.000000	1772311315.434147
-16677.855000	-16493.220000	-19907.415000	-12658.500000	0.000000	0.000000	0.000000	0.000000	-3.326811	7.452495	-4.249515	-5.315828	-0.000000	0.000000	0.000000	0.000000	5.783540	0.549360	3.540320	0.021179	0.976743	-0.084045	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328462.000000	1772311315.434150
-16660.890000	-16483.455000	-19890.405000	-12642.795000	0.000000	0.000000	0.000000	0.000000	1.014155	6.584760	-0.431931	0.323714	-0.000000	0.000000	0.000000	0.000000	4.074420	0.152600	0.686700	0.026794	0.976621	-0.088318	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328463.000000	1772311315.438127
-16670.655000	-16468.650000	-19904.760000	-12657.285000	0.000000	0.000000	0.000000	0.000000	5.368502	1.887937	4.177115	6.399291	-0.000000	0.000000	0.000000	0.000000	4.074420	0.152600	0.686700	0.026794	0.976621	-0.088318	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328464.000000	1772311315.438130
-16696.620000	-16479.945000	-19930.860000	-12681.360000	0.000000	0.000000	0.000000	0.000000	7.019173	-2.697832	6.122274	8.532470	-0.000000	0.000000	0.000000	0.000000	4.074420	0.152600	0.686700	0.026794	0.976621	-0.088318	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328465.000000	1772311315.442255
-16692.120000	-16482.240000	-19926.270000	-12679.605000	0.000000	0.000000	0.000000	0.000000	3.554457	-5.269325	2.667535	4.039398	-0.000000	0.000000	0.000000	0.000000	4.074420	0.152600	0.686700	0.026794	0.976621	-0.088318	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328466.000000	1772311315.442258
-16686.630000	-16461.855000	-19920.960000	-12677.175000	0.000000	0.000000	0.000000	0.000000	-2.616796	-5.597833	-3.420857	-3.697320	-0.000000	0.000000	0.000000	0.000000	4.074420	0.152600	0.686700	0.026794	0.976621	-0.088318	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328467.000000	1772311315.446215
-16685.145000	-16449.750000	-19920.735000	-12675.195000	0.000000	0.000000	0.000000	0.000000	-6.145815	-2.879506	-6.493632	-8.309537	-0.000000	0.000000	0.000000	0.000000	4.074420	0.152600	0.686700	0.026794	0.976621	-0.088318	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328468.000000	1772311315.446218
-16677.540000	-16433.595000	-19914.750000	-12667.815000	0.000000	0.000000	0.000000	0.000000	-4.551221	2.749670	-4.251301	-6.696000	-0.000000	0.000000	0.000000	0.000000	4.074420	0.152600	0.686700	0.026794	0.976621	-0.088318	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328469.000000	1772311315.450765
-16671.420000	-16423.065000	-19908.045000	-12660.210000	0.000000	0.000000	0.000000	0.000000	0.454165	8.648635	1.242342	-0.510950	-0.000000	0.000000	0.000000	0.000000	4.074420	0.152600	0.686700	0.026794	0.976621	-0.088318	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328470.000000	1772311315.450768
-16693.200000	-16392.105000	-19928.745000	-12679.785000	0.000000	0.000000	0.000000	0.000000	4.976593	11.830271	6.000306	5.809783	-0.000000	0.000000	0.000000	0.000000	4.074420	0.152600	0.686700	0.026794	0.976621	-0.088318	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328471.000000	1772311315.455877
-16689.645000	-16396.695000	-19925.865000	-12680.145000	0.000000	0.000000	0.000000	0.000000	5.465404	11.028306	6.574616	7.815201	-0.000000	0.000000	0.000000	0.000000	4.074420	0.152600	0.686700	0.026794	0.976621	-0.088318	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328472.000000	1772311315.455881
-16670.070000	-16440.705000	-19901.745000	-12657.150000	0.000000	0.000000	0.000000	0.000000	2.286798	5.203887	3.396886	5.065380	-0.000000	0.000000	0.000000	0.000000	1.770160	0.152600	0.289940	0.025879	0.977720	-0.091247	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328473.000000	1772311315.460633
-16667.595000	-16484.940000	-19896.525000	-12651.120000	0.000000	0.000000	0.000000	0.000000	-0.531554	-6.743036	0.585559	1.594113	-0.000000	0.000000	0.000000	0.000000	1.770160	0.152600	0.289940	0.025879	0.977720	-0.091247	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328474.000000	1772311315.460636
-16681.230000	-16497.495000	-19911.960000	-12666.780000	0.000000	0.000000	0.000000	0.000000	-0.955505	-21.388792	0.118955	0.115008	-0.000000	0.000000	0.000000	0.000000	1.770160	0.152600	0.289940	0.025879	0.977720	-0.091247	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328475.000000	1772311315.462347
-16675.380000	-16489.620000	-19906.695000	-12662.955000	0.000000	0.000000	0.000000	0.000000	-0.793713	-29.288681	-0.202510	-0.829701	-0.000000	0.000000	0.000000	0.000000	1.770160	0.152600	0.289940	0.025879	0.977720	-0.091247	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328476.000000	1772311315.462351
-16679.970000	-16488.450000	-19912.590000	-12664.665000	0.000000	0.000000	0.000000	0.000000	-1.595980	-22.497010	-2.119541	-2.740719	-0.000000	0.000000	0.000000	0.000000	1.770160	0.152600	0.289940	0.025879	0.977720	-0.091247	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328477.000000	1772311315.466246
-16693.740000	-16469.010000	-19928.025000	-12679.695000	0.000000	0.000000	0.000000	0.000000	-3.017341	-2.537735	-4.862018	-4.914477	-0.000000	0.000000	0.000000	0.000000	1.770160	0.152600	0.289940	0.025879	0.977720	-0.091247	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328478.000000	1772311315.466249
-16690.950000	-16449.615000	-19923.525000	-12677.355000	0.000000	0.000000	0.000000	0.000000	-4.273285	20.901135	-6.915691	-6.235682	-0.000000	0.000000	0.000000	0.000000	1.770160	0.152600	0.289940	0.025879	0.977720	-0.091247	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328479.000000	1772311315.470304
-16666.245000	-16466.220000	-19900.755000	-12656.565000	0.000000	0.000000	0.000000	0.000000	-3.816499	36.445221	-6.228251	-5.342976	-0.000000	0.000000	0.000000	0.000000	1.770160	0.152600	0.289940	0.025879	0.977720	-0.091247	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328480.000000	1772311315.470307
-16658.865000	-16470.315000	-19892.700000	-12650.445000	0.000000	0.000000	0.000000	0.000000	0.048755	36.367851	-1.217493	-0.973890	-0.000000	0.000000	0.000000	0.000000	1.770160	0.152600	0.289940	0.025879	0.977720	-0.091247	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	328481.000000	1772311315.474381
