CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Target
-76136.13,-26774.055,-84308.625,11129.4,0.0,0.0,0.0,0.0,5
-76129.785,-26771.445,-84308.94,11091.96,0.0,0.0,0.0,0.0,5
-76124.565,-26774.415,-84308.085,11088.54,0.0,0.0,0.0,0.0,5
-76123.44,-26775.495,-84274.83,11167.2,0.0,0.0,0.0,0.0,5
-76138.695,-26780.4,-84307.365,11136.555,0.0,0.0,0.0,0.0,5
-76154.94,-26781.615,-84317.49,11145.42,0.0,0.0,0.0,0.0,5
-76166.055,-26787.06,-84342.015,11128.095,0.0,0.0,0.0,0.0,5
-76167.945,-26789.355,-84352.095,11122.92,0.0,0.0,0.0,0.0,5
-76162.995,-26792.505,-84350.52,11121.12,0.0,0.0,0.0,0.0,5
-76145.04,-26792.505,-84327.255,11116.62,0.0,0.0,0.0,0.0,5
-76119.255,-26788.68,-84275.46,11139.75,0.0,0.0,0.0,0.0,5
-76136.355,-26789.805,-84289.05,11155.815,0.0,0.0,0.0,0.0,5
-76147.29,-26793.225,-84308.76,11159.055,0.0,0.0,0.0,0.0,5
-76166.73,-26796.87,-84314.79,11142.09,0.0,0.0,0.0,0.0,5
-76180.59,-26804.07,-84301.92,11157.885,0.0,0.0,0.0,0.0,5
-76149.315,-26811.54,-84310.695,11144.43,0.0,0.0,0.0,0.0,5
-76141.665,-26818.515,-84331.935,11108.835,0.0,0.0,0.0,0.0,5
-76162.545,-26822.16,-84322.89,11121.57,0.0,0.0,0.0,0.0,5
-76164.975,-26827.065,-84324.375,11128.185,0.0,0.0,0.0,0.0,5
-76139.28,-26826.57,-84311.73,11134.62,0.0,0.0,0.0,0.0,5
-76135.815,-26820.495,-84300.12,11136.24,0.0,0.0,0.0,0.0,5
-76123.17,-26815.23,-84305.07,11123.82,0.0,0.0,0.0,0.0,5
-76143.87,-26817.975,-84340.35,11114.37,0.0,0.0,0.0,0.0,5
-76181.22,-26822.745,-84355.65,11113.02,0.0,0.0,0.0,0.0,5
-76141.8,-26822.43,-84291.3,11137.185,0.0,0.0,0.0,0.0,5
-76102.83,-26821.755,-84246.12,11157.255,0.0,0.0,0.0,0.0,5
-76138.38,-26827.38,-84275.82,11153.97,0.0,0.0,0.0,0.0,5
-76174.605,-26829.54,-84317.895,11128.995,0.0,0.0,0.0,0.0,5
-76161.15,-26832.33,-84319.965,11124.54,0.0,0.0,0.0,0.0,5
-76130.46,-26833.32,-84290.445,11140.335,0.0,0.0,0.0,0.0,5
-76105.215,-26837.64,-84281.715,11131.425,0.0,0.0,0.0,0.0,5
-76102.29,-26836.38,-84273.03,11148.66,0.0,0.0,0.0,0.0,5
-76118.04,-26838.225,-84285.0,11147.715,0.0,0.0,0.0,0.0,5
-76133.295,-26845.695,-84293.28,11145.6,0.0,0.0,0.0,0.0,5
-76158.315,-26853.525,-84311.235,11133.45,0.0,0.0,0.0,0.0,5
-76165.92,-26854.02,-84342.555,11118.195,0.0,0.0,0.0,0.0,5
-76175.19,-26855.55,-84361.545,11105.91,0.0,0.0,0.0,0.0,5
-76143.96,-26854.335,-84306.33,11128.5,0.0,0.0,0.0,0.0,5
-76120.02,-26853.3,-84276.045,11150.19,0.0,0.0,0.0,0.0,5
-76126.365,-26853.345,-84281.94,11139.165,0.0,0.0,0.0,0.0,5
-76140.855,-26846.91,-84285.63,11147.535,0.0,0.0,0.0,0.0,5
-76133.16,-26843.04,-84292.515,11144.43,0.0,0.0,0.0,0.0,5
-76130.415,-26845.065,-84297.06,11141.28,0.0,0.0,0.0,0.0,5
-76131.855,-26847.9,-84308.355,11134.62,0.0,0.0,0.0,0.0,5
-76136.58,-26850.195,-84306.78,11133.405,0.0,0.0,0.0,0.0,5
-76144.365,-26850.555,-84302.55,11136.78,0.0,0.0,0.0,0.0,5
-76143.33,-26852.715,-84311.595,11127.735,0.0,0.0,0.0,0.0,5
-76141.575,-26854.155,-84313.62,11129.22,0.0,0.0,0.0,0.0,5
-76138.515,-26856.99,-84308.355,11133.585,0.0,0.0,0.0,0.0,5
-76131.855,-26856.675,-84301.56,11136.735,0.0,0.0,0.0,0.0,5
-76136.4,-26847.945,-84295.395,11141.685,0.0,0.0,0.0,0.0,5
-76126.095,-26841.78,-84290.175,11145.33,0.0,0.0,0.0,0.0,5
-76114.755,-26844.84,-84280.59,11163.69,0.0,0.0,0.0,0.0,5
-76155.795,-26846.145,-84238.965,11212.875,0.0,0.0,0.0,0.0,5
-76171.23,-26848.845,-84209.085,11229.345,0.0,0.0,0.0,0.0,5
-76153.095,-26849.745,-84227.175,11196.36,0.0,0.0,0.0,0.0,5
-76112.1,-26854.065,-84304.485,11120.76,0.0,0.0,0.0,0.0,5
-76176.405,-26861.265,-84364.515,11085.705,0.0,0.0,0.0,0.0,5
-76185.99,-26869.14,-84387.645,11067.12,0.0,0.0,0.0,0.0,5
-76149.99,-26870.31,-84362.94,11089.215,0.0,0.0,0.0,0.0,5
-76149.315,-26874.315,-84345.075,11113.83,0.0,0.0,0.0,0.0,5
-76153.635,-26877.51,-84341.655,11119.41,0.0,0.0,0.0,0.0,5
-76172.49,-26881.47,-84330.72,11127.15,0.0,0.0,0.0,0.0,5
-76134.15,-26885.205,-84287.295,11143.845,0.0,0.0,0.0,0.0,5
-76119.12,-26886.69,-84274.605,11146.05,0.0,0.0,0.0,0.0,5
-76131.675,-26888.04,-84303.495,11124.63,0.0,0.0,0.0,0.0,5
-76144.455,-26890.245,-84310.245,11126.385,0.0,0.0,0.0,0.0,5
-76141.485,-26888.58,-84297.87,11144.97,0.0,0.0,0.0,0.0,5
-76149.99,-26891.37,-84321.36,11133.45,0.0,0.0,0.0,0.0,5
-76169.655,-26892.63,-84337.83,11123.325,0.0,0.0,0.0,0.0,5
-76159.8,-26887.5,-84311.19,11134.395,0.0,0.0,0.0,0.0,5
-76144.77,-26881.515,-84277.305,11156.49,0.0,0.0,0.0,0.0,5
-76140.72,-26883.09,-84267.9,11167.02,0.0,0.0,0.0,0.0,5
-76123.98,-26887.68,-84261.645,11163.15,0.0,0.0,0.0,0.0,5
-76114.845,-26889.885,-84249.0,11169.945,0.0,0.0,0.0,0.0,5
-76150.62,-26890.155,-84231.54,11191.365,0.0,0.0,0.0,0.0,5
-76137.075,-26890.875,-84248.28,11176.47,0.0,0.0,0.0,0.0,5
-76142.52,-26894.205,-84284.685,11143.485,0.0,0.0,0.0,0.0,5
-76155.57,-26903.25,-84327.57,11120.535,0.0,0.0,0.0,0.0,5
-76166.145,-26903.88,-84367.755,11094.57,0.0,0.0,0.0,0.0,5
-76179.87,-26898.39,-84397.905,11115.675,0.0,0.0,0.0,0.0,5
-76167.765,-26894.475,-84436.02,11091.285,0.0,0.0,0.0,0.0,5
-76141.215,-26895.465,-84399.705,11083.5,0.0,0.0,0.0,0.0,5
-76131.72,-26895.96,-84288.96,11120.805,0.0,0.0,0.0,0.0,5
-76148.91,-26896.815,-84207.15,11147.085,0.0,0.0,0.0,0.0,5
-76175.055,-26899.695,-84254.625,11120.58,0.0,0.0,0.0,0.0,5
-76127.13,-26901.45,-84277.08,11102.805,0.0,0.0,0.0,0.0,5
-76091.625,-26901.0,-84253.095,11126.43,0.0,0.0,0.0,0.0,5
-76107.42,-26905.365,-84254.94,11135.745,0.0,0.0,0.0,0.0,5
-76132.215,-26907.57,-84268.215,11134.305,0.0,0.0,0.0,0.0,5
-76154.85,-26904.195,-84239.775,11169.36,0.0,0.0,0.0,0.0,5
-76135.725,-26897.85,-84235.32,11189.25,0.0,0.0,0.0,0.0,5
-76113.99,-26896.14,-84260.79,11178.09,0.0,0.0,0.0,0.0,5
-76138.965,-26896.455,-84288.24,11157.975,0.0,0.0,0.0,0.0,5
-76165.38,-26897.445,-84319.785,11130.705,0.0,0.0,0.0,0.0,5
-76178.25,-26896.68,-84336.075,11118.285,0.0,0.0,0.0,0.0,5
-76179.735,-26896.455,-84330.09,11127.285,0.0,0.0,0.0,0.0,5
-76164.795,-26894.43,-84321.675,11142.81,0.0,0.0,0.0,0.0,5
-76156.56,-26892.99,-84308.715,11163.87,0.0,0.0,0.0,0.0,5
-76153.32,-26890.875,-84293.865,11170.08,0.0,0.0,0.0,0.0,5
-76153.14,-26880.57,-84288.78,11157.435,0.0,0.0,0.0,0.0,5
-76154.355,-26875.8,-84313.53,11143.62,0.0,0.0,0.0,0.0,5
-76157.01,-26880.255,-84375.72,11140.245,0.0,0.0,0.0,0.0,5
-76181.625,-26881.92,-84477.195,11118.105,0.0,0.0,0.0,0.0,5
-76192.695,-26882.01,-84473.64,11116.08,0.0,0.0,0.0,0.0,5
-76175.325,-26879.49,-84390.165,11135.205,0.0,0.0,0.0,0.0,5
-76129.29,-26877.105,-84234.105,11163.285,0.0,0.0,0.0,0.0,5
-76156.515,-26879.715,-84223.575,11146.635,0.0,0.0,0.0,0.0,5
-76172.67,-26884.845,-84262.995,11122.785,0.0,0.0,0.0,0.0,5
-76114.755,-26881.785,-84223.215,11152.665,0.0,0.0,0.0,0.0,5
-76107.105,-26869.725,-84163.32,11207.115,0.0,0.0,0.0,0.0,5
-76159.62,-26865.0,-84232.845,11183.175,0.0,0.0,0.0,0.0,5
-76201.515,-26868.15,-84311.1,11142.135,0.0,0.0,0.0,0.0,5
-76197.015,-26868.105,-84320.37,11156.355,0.0,0.0,0.0,0.0,5
-76172.49,-26865.81,-84306.105,11161.98,0.0,0.0,0.0,0.0,5
-76182.615,-26866.215,-84326.715,11128.635,0.0,0.0,0.0,0.0,5
-76210.47,-26870.22,-84328.965,11125.71,0.0,0.0,0.0,0.0,5
-76211.64,-26870.445,-84336.3,11122.38,0.0,0.0,0.0,0.0,5
-76193.235,-26868.51,-84312.495,11136.51,0.0,0.0,0.0,0.0,5
-76158.45,-26866.305,-84300.705,11142.405,0.0,0.0,0.0,0.0,5
-76161.69,-26862.795,-84320.37,11145.33,0.0,0.0,0.0,0.0,5
-76176.855,-26861.805,-84327.975,11151.135,0.0,0.0,0.0,0.0,5
-76183.38,-26865.045,-84370.365,11119.185,0.0,0.0,0.0,0.0,5
-76198.365,-26864.865,-84400.74,11103.12,0.0,0.0,0.0,0.0,5
-76196.475,-26866.08,-84412.53,11104.875,0.0,0.0,0.0,0.0,5
