Channel1	Channel2	Channel3	Channel4	Channel5	Channel6	Channel7	Channel8	FilteredChannel1	FilteredChannel2	FilteredChannel3	FilteredChannel4	FilteredChannel5	FilteredChannel6	FilteredChannel7	FilteredChannel8	GyroX	GyroY	GyroZ	AccX	AccY	AccZ	PPG1	PPG2	rawPPG1	rawPPG2	rawPPG3	Hr	Hrv	Battery	Trigger	PhysicalTrigger	AutoTrigger	NumMeasurements	Timestamp
-20312.055000	-28136.205000	-26930.520000	-14543.820000	0.000000	0.000000	0.000000	0.000000	-4.273348	15.439168	-5.616216	-9.303987	0.000000	0.000000	-0.000000	-0.000000	3.372460	0.106820	-0.030520	-0.003052	0.981870	-0.029175	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497281.000000	1772311654.063504
-20335.410000	-28173.780000	-26952.660000	-14567.220000	0.000000	0.000000	0.000000	0.000000	2.526311	15.641899	1.805355	-1.867556	0.000000	0.000000	-0.000000	-0.000000	3.372460	0.106820	-0.030520	-0.003052	0.981870	-0.029175	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497282.000000	1772311654.063508
-20353.500000	-28175.175000	-26969.355000	-14580.765000	0.000000	0.000000	0.000000	0.000000	6.355530	6.507444	5.994363	3.369562	0.000000	0.000000	-0.000000	-0.000000	3.372460	0.106820	-0.030520	-0.003052	0.981870	-0.029175	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497283.000000	1772311654.065417
-20332.665000	-28162.485000	-26949.285000	-14561.190000	0.000000	0.000000	0.000000	0.000000	3.861342	-5.558080	3.795026	2.920125	0.000000	0.000000	-0.000000	-0.000000	3.372460	0.106820	-0.030520	-0.003052	0.981870	-0.029175	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497284.000000	1772311654.065420
-20351.070000	-28117.035000	-26969.265000	-14578.920000	0.000000	0.000000	0.000000	0.000000	-1.580734	-10.783910	-1.289928	-0.234391	0.000000	0.000000	-0.000000	-0.000000	3.067260	0.305200	-0.213640	-0.002563	0.982053	-0.030090	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497285.000000	1772311654.069436
-20369.430000	-28069.605000	-26988.480000	-14592.240000	0.000000	0.000000	0.000000	0.000000	-5.503541	-3.774486	-5.014670	-2.454911	0.000000	0.000000	-0.000000	-0.000000	3.067260	0.305200	-0.213640	-0.002563	0.982053	-0.030090	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497286.000000	1772311654.069462
-20353.590000	-28073.340000	-26974.665000	-14575.455000	0.000000	0.000000	0.000000	0.000000	-6.562334	10.944918	-6.190904	-2.846475	0.000000	0.000000	-0.000000	-0.000000	3.067260	0.305200	-0.213640	-0.002563	0.982053	-0.030090	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497287.000000	1772311654.073530
-20349.315000	-28075.275000	-26968.320000	-14572.440000	0.000000	0.000000	0.000000	0.000000	-4.089818	21.084358	-3.998494	-0.833216	0.000000	0.000000	-0.000000	-0.000000	3.067260	0.305200	-0.213640	-0.002563	0.982053	-0.030090	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497288.000000	1772311654.073534
-20353.095000	-28050.345000	-26973.180000	-14591.295000	0.000000	0.000000	0.000000	0.000000	1.530404	17.739109	1.511446	2.974598	0.000000	0.000000	-0.000000	-0.000000	3.067260	0.305200	-0.213640	-0.002563	0.982053	-0.030090	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497289.000000	1772311654.077419
-20353.860000	-28020.330000	-26975.430000	-14600.205000	0.000000	0.000000	0.000000	0.000000	7.063296	4.129904	7.198747	5.275459	0.000000	0.000000	-0.000000	-0.000000	3.067260	0.305200	-0.213640	-0.002563	0.982053	-0.030090	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497290.000000	1772311654.077422
-20345.535000	-28001.745000	-26965.575000	-14576.040000	0.000000	0.000000	0.000000	0.000000	9.249051	-9.405171	9.580313	4.317773	0.000000	0.000000	-0.000000	-0.000000	3.067260	0.305200	-0.213640	-0.002563	0.982053	-0.030090	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497291.000000	1772311654.081531
-20339.145000	-27990.855000	-26960.580000	-14567.760000	0.000000	0.000000	0.000000	0.000000	7.805065	-16.043307	8.215997	2.698898	0.000000	0.000000	-0.000000	-0.000000	3.067260	0.305200	-0.213640	-0.002563	0.982053	-0.030090	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.620690	0.000000	-1.000000	-1.000000	497292.000000	1772311654.081534
