Channel1	Channel2	Channel3	Channel4	Channel5	Channel6	Channel7	Channel8	FilteredChannel1	FilteredChannel2	FilteredChannel3	FilteredChannel4	FilteredChannel5	FilteredChannel6	FilteredChannel7	FilteredChannel8	GyroX	GyroY	GyroZ	AccX	AccY	AccZ	PPG1	PPG2	rawPPG1	rawPPG2	rawPPG3	Hr	Hrv	Battery	Trigger	PhysicalTrigger	AutoTrigger	NumMeasurements	Timestamp
-22404.330000	-31192.560000	-31623.120000	-16019.055000	0.000000	0.000000	0.000000	0.000000	3.474539	-24.476987	1.599808	0.331311	-0.000000	0.000000	-0.000000	-0.000000	-0.213640	0.457800	0.335720	0.017639	0.984006	-0.032226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.758621	0.000000	-1.000000	-1.000000	590527.000000	1772311841.131096
-22407.840000	-31198.455000	-31627.350000	-16021.665000	0.000000	0.000000	0.000000	0.000000	5.539093	-40.246561	5.270030	3.855833	-0.000000	0.000000	-0.000000	-0.000000	-0.213640	0.457800	0.335720	0.017639	0.984006	-0.032226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.758621	0.000000	-1.000000	-1.000000	590528.000000	1772311841.131099
-22409.415000	-31191.705000	-31628.880000	-16021.350000	0.000000	0.000000	0.000000	0.000000	4.098560	-44.132780	5.312354	4.638091	-0.000000	0.000000	-0.000000	-0.000000	-0.213640	0.457800	0.335720	0.017639	0.984006	-0.032226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.758621	0.000000	-1.000000	-1.000000	590529.000000	1772311841.135063
-22418.235000	-31181.895000	-31636.665000	-16026.930000	0.000000	0.000000	0.000000	0.000000	0.564060	-35.493187	2.472201	2.800474	-0.000000	0.000000	-0.000000	-0.000000	-0.213640	0.457800	0.335720	0.017639	0.984006	-0.032226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.758621	0.000000	-1.000000	-1.000000	590530.000000	1772311841.135066
-22414.050000	-31173.300000	-31632.975000	-16021.890000	0.000000	0.000000	0.000000	0.000000	-2.744726	-17.782522	-1.028982	-0.050712	0.000000	0.000000	-0.000000	-0.000000	-0.213640	0.457800	0.335720	0.017639	0.984006	-0.032226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.758621	0.000000	-1.000000	-1.000000	590531.000000	1772311841.139194
-22407.300000	-31190.085000	-31629.285000	-16022.070000	0.000000	0.000000	0.000000	0.000000	-3.793982	1.808396	-2.905418	-2.019903	0.000000	0.000000	-0.000000	-0.000000	-0.213640	0.457800	0.335720	0.017639	0.984006	-0.032226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.758621	0.000000	-1.000000	-1.000000	590532.000000	1772311841.139197
-22391.595000	-31206.015000	-31617.045000	-16024.905000	0.000000	0.000000	0.000000	0.000000	-1.589274	15.075718	-1.897182	-2.205125	0.000000	0.000000	-0.000000	-0.000000	-0.213640	0.457800	0.335720	0.017639	0.984006	-0.032226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.758621	0.000000	-1.000000	-1.000000	590533.000000	1772311841.143136
-22394.160000	-31218.300000	-31617.045000	-16020.855000	0.000000	0.000000	0.000000	0.000000	2.772156	17.766355	1.334146	-1.135639	0.000000	0.000000	-0.000000	-0.000000	-0.213640	0.457800	0.335720	0.017639	0.984006	-0.032226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.758621	0.000000	-1.000000	-1.000000	590534.000000	1772311841.143139
-22404.195000	-31207.590000	-31626.045000	-16023.330000	0.000000	0.000000	0.000000	0.000000	5.964670	12.583207	4.176316	0.219340	0.000000	0.000000	-0.000000	-0.000000	-0.213640	0.457800	0.335720	0.017639	0.984006	-0.032226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.758621	0.000000	-1.000000	-1.000000	590535.000000	1772311841.147189
-22420.575000	-31193.145000	-31636.080000	-16022.745000	0.000000	0.000000	0.000000	0.000000	4.700991	6.576761	3.797426	1.142103	0.000000	0.000000	-0.000000	-0.000000	-0.213640	0.457800	0.335720	0.017639	0.984006	-0.032226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.758621	0.000000	-1.000000	-1.000000	590536.000000	1772311841.147192
