Channel1	Channel2	Channel3	Channel4	Channel5	Channel6	Channel7	Channel8	FilteredChannel1	FilteredChannel2	FilteredChannel3	FilteredChannel4	FilteredChannel5	FilteredChannel6	FilteredChannel7	FilteredChannel8	GyroX	GyroY	GyroZ	AccX	AccY	AccZ	PPG1	PPG2	rawPPG1	rawPPG2	rawPPG3	Hr	Hrv	Battery	Trigger	PhysicalTrigger	AutoTrigger	NumMeasurements	Timestamp	GestureLabel	CueLabel	TrialNumber	SessionId	MarkerColumn
10606.005	26760.375	-4588.92	-14433.029999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.100890855	0.44872932	0.89697036	6.546539999999999	0.8087799999999999	-0.25942	411895.0	1775936945.820097	4.0	1.0	4.0	-1.0	-1.0	-1.0	1775936945.820097	spider-man	Spiderman	3	20260411_124810	Trigger
11212.064999999999	25489.079999999998	-3665.0699999999997	-13626.404999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.100890855	0.44872932	0.89697036	6.546539999999999	0.8087799999999999	-0.25942	411896.0	1775936945.820102	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.820102	spider-man	Spiderman	3	20260411_124810	Trigger
11569.365	24280.875	-2909.3399999999997	-12980.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.100890855	0.44872932	0.89697036	6.546539999999999	0.8087799999999999	-0.25942	411897.0	1775936945.824254	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.824254	spider-man	Spiderman	3	20260411_124810	Trigger
11699.369999999999	23239.305	-2419.6949999999997	-12563.865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.100890855	0.44872932	0.89697036	6.546539999999999	0.8087799999999999	-0.25942	411898.0	1775936945.824266	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.824266	spider-man	Spiderman	3	20260411_124810	Trigger
11571.029999999999	23078.34	-2549.745	-12669.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10021947	0.45178107	0.896787255	4.6543	0.12208	0.25942	411899.0	1775936945.828193	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.828193	spider-man	Spiderman	3	20260411_124810	Trigger
10861.875	24444.18	-3597.5699999999997	-13588.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10021947	0.45178107	0.896787255	4.6543	0.12208	0.25942	411900.0	1775936945.82822	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.82822	spider-man	Spiderman	3	20260411_124810	Trigger
10498.77	25882.155	-4417.2	-14294.744999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10021947	0.45178107	0.896787255	4.6543	0.12208	0.25942	411901.0	1775936945.833357	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.833357	spider-man	Spiderman	3	20260411_124810	Trigger
10497.555	26675.37	-4752.179999999999	-14559.705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10021947	0.45178107	0.896787255	4.6543	0.12208	0.25942	411902.0	1775936945.833379	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.833379	spider-man	Spiderman	3	20260411_124810	Trigger
10480.635	26995.23	-4777.38	-14594.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10021947	0.45178107	0.896787255	4.6543	0.12208	0.25942	411903.0	1775936945.839074	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.839074	spider-man	Spiderman	3	20260411_124810	Trigger
11013.84	25996.77	-3980.52	-13904.505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10021947	0.45178107	0.896787255	4.6543	0.12208	0.25942	411904.0	1775936945.839088	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.839088	spider-man	Spiderman	3	20260411_124810	Trigger
11409.795	24750.45	-3172.77	-13209.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10021947	0.45178107	0.896787255	4.6543	0.12208	0.25942	411905.0	1775936945.84288	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.84288	spider-man	Spiderman	3	20260411_124810	Trigger
11646.855	23603.309999999998	-2548.575	-12675.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10021947	0.45178107	0.896787255	4.6543	0.12208	0.25942	411906.0	1775936945.84289	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.84289	spider-man	Spiderman	3	20260411_124810	Trigger
11650.005	23036.76	-2424.1949999999997	-12561.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10021947	0.45178107	0.896787255	4.6543	0.12208	0.25942	411907.0	1775936945.845506	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.845506	spider-man	Spiderman	3	20260411_124810	Trigger
11130.029999999999	23907.195	-3208.815	-13246.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10021947	0.45178107	0.896787255	4.6543	0.12208	0.25942	411908.0	1775936945.845515	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.845515	spider-man	Spiderman	3	20260411_124810	Trigger
10544.355	25529.129999999997	-4231.44	-14136.029999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10156224	0.45239142	0.897397605	3.67766	0.30519999999999997	0.28994	411909.0	1775936945.848212	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.848212	spider-man	Spiderman	3	20260411_124810	Trigger
10520.369999999999	26464.725	-4664.115	-14487.435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10156224	0.45239142	0.897397605	3.67766	0.30519999999999997	0.28994	411910.0	1775936945.848221	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.848221	spider-man	Spiderman	3	20260411_124810	Trigger
10448.82	26993.34	-4840.425	-14647.365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10156224	0.45239142	0.897397605	3.67766	0.30519999999999997	0.28994	411911.0	1775936945.852292	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.852292	spider-man	Spiderman	3	20260411_124810	Trigger
10829.88	26370.539999999997	-4264.785	-14149.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10156224	0.45239142	0.897397605	3.67766	0.30519999999999997	0.28994	411912.0	1775936945.85232	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.85232	spider-man	Spiderman	3	20260411_124810	Trigger
11295.135	25085.879999999997	-3403.2599999999998	-13403.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10156224	0.45239142	0.897397605	3.67766	0.30519999999999997	0.28994	411913.0	1775936945.856275	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.856275	spider-man	Spiderman	3	20260411_124810	Trigger
11591.595	23888.61	-2705.085	-12806.369999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10156224	0.45239142	0.897397605	3.67766	0.30519999999999997	0.28994	411914.0	1775936945.856295	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.856295	spider-man	Spiderman	3	20260411_124810	Trigger
11698.244999999999	23049.989999999998	-2381.67	-12530.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10156224	0.45239142	0.897397605	3.67766	0.30519999999999997	0.28994	411915.0	1775936945.860254	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.860254	spider-man	Spiderman	3	20260411_124810	Trigger
11395.755	23412.645	-2853.855	-12936.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10156224	0.45239142	0.897397605	3.67766	0.30519999999999997	0.28994	411916.0	1775936945.860263	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.860263	spider-man	Spiderman	3	20260411_124810	Trigger
10639.395	25080.3	-3996.81	-13932.539999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.48275862068965	0.0	0.10156224	0.45239142	0.897397605	3.67766	0.30519999999999997	0.28994	411917.0	1775936945.864269	0.0	1.0	0.0	-1.0	-1.0	-1.0	1775936945.864269	spider-man	Spiderman	3	20260411_124810	Trigger
