ch_0	ch_1	ch_2	ch_3	ch_4	ch_5	ch_6	ch_7	ch_8	ch_9	ch_10	ch_11	ch_12	ch_13	ch_14	ch_15	ch_16	ch_17	ch_18	ch_19	ch_20	ch_21	ch_22	ch_23	ch_24	ch_25	ch_26	timestamp	marker	ch_29	ch_30	ch_31	ch_32	ch_33	ch_34	ch_35	ch_36	ch_37	ch_38	GestureLabel	CueLabel	TrialNumber	SessionId	MarkerColumn
-73187.595	-34385.354999999996	-109923.39	-19842.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.448275862068975	0.0	0.044860725000000004	-0.058227390000000004	1.01110581	1.23606	0.12208	-0.30519999999999997	3508477.0	1776545408.787777	5.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	peace	Peace	1	calibration_20260418_134934	marker
-73302.25499999999	-34377.84	-110018.565	-19903.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.448275862068975	0.0	0.044860725000000004	-0.058227390000000004	1.01110581	1.23606	0.12208	-0.30519999999999997	3508478.0	1776545408.787781	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	peace	Peace	1	calibration_20260418_134934	marker
-73415.385	-34366.59	-110112.39	-19915.245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.448275862068975	0.0	0.031066815	-0.057311865000000004	1.026913875	2.99096	0.15259999999999999	-0.01526	3508479.0	1776545408.791773	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	peace	Peace	1	calibration_20260418_134934	marker
-73365.39	-34351.65	-110044.75499999999	-19914.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.448275862068975	0.0	0.031066815	-0.057311865000000004	1.026913875	2.99096	0.15259999999999999	-0.01526	3508480.0	1776545408.791788	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	peace	Peace	1	calibration_20260418_134934	marker
-73279.17	-34347.33	-109984.14	-19897.695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.448275862068975	0.0	0.031066815	-0.057311865000000004	1.026913875	2.99096	0.15259999999999999	-0.01526	3508481.0	1776545408.795662	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	peace	Peace	1	calibration_20260418_134934	marker
-73286.955	-34357.815	-109956.555	-19847.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.448275862068975	0.0	0.031066815	-0.057311865000000004	1.026913875	2.99096	0.15259999999999999	-0.01526	3508482.0	1776545408.795678	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	peace	Peace	1	calibration_20260418_134934	marker
-73246.185	-34369.244999999995	-109883.025	-19804.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.448275862068975	0.0	0.031066815	-0.057311865000000004	1.026913875	2.99096	0.15259999999999999	-0.01526	3508483.0	1776545408.799625	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	peace	Peace	1	calibration_20260418_134934	marker
-73210.14	-34385.94	-109954.665	-19840.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.448275862068975	0.0	0.031066815	-0.057311865000000004	1.026913875	2.99096	0.15259999999999999	-0.01526	3508484.0	1776545408.799628	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	peace	Peace	1	calibration_20260418_134934	marker
-73289.205	-34393.635	-109989.18	-19852.829999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.448275862068975	0.0	0.031066815	-0.057311865000000004	1.026913875	2.99096	0.15259999999999999	-0.01526	3508485.0	1776545408.803574	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	peace	Peace	1	calibration_20260418_134934	marker
-73277.28	-34386.705	-109964.43	-19895.265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.448275862068975	0.0	0.031066815	-0.057311865000000004	1.026913875	2.99096	0.15259999999999999	-0.01526	3508486.0	1776545408.803578	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	peace	Peace	1	calibration_20260418_134934	marker
