ch_0	ch_1	ch_2	ch_3	ch_4	ch_5	ch_6	ch_7	ch_8	ch_9	ch_10	ch_11	ch_12	ch_13	ch_14	ch_15	ch_16	ch_17	ch_18	ch_19	ch_20	ch_21	ch_22	ch_23	ch_24	ch_25	ch_26	timestamp	marker	ch_29	ch_30	ch_31	ch_32	ch_33	ch_34	ch_35	ch_36	ch_37	ch_38	GestureLabel	CueLabel	TrialNumber	SessionId	MarkerColumn
-59060.024999999994	6925.05	-120306.33	-20553.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.133605615	-0.037170315	1.008481305	-0.8087799999999999	0.03052	-0.8698199999999999	3968289.0	1776546330.039973	4.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59077.53	6925.634999999999	-120322.44	-20499.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.133605615	-0.037170315	1.008481305	-0.8087799999999999	0.03052	-0.8698199999999999	3968290.0	1776546330.039981	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59114.204999999994	6922.08	-119990.51999999999	-20278.755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.133605615	-0.037170315	1.008481305	-0.8087799999999999	0.03052	-0.8698199999999999	3968291.0	1776546330.044333	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59060.295	6907.905	-119890.89	-20241.405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.133605615	-0.037170315	1.008481305	-0.8087799999999999	0.03052	-0.8698199999999999	3968292.0	1776546330.044343	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59014.845	6895.259999999999	-119931.61499999999	-20289.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.133605615	-0.037170315	1.008481305	-0.8087799999999999	0.03052	-0.8698199999999999	3968293.0	1776546330.050093	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59263.02	6879.6449999999995	-120221.90999999999	-20544.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.133605615	-0.037170315	1.008481305	-0.8087799999999999	0.03052	-0.8698199999999999	3968294.0	1776546330.050102	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59254.74	6896.61	-120235.76999999999	-20561.445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.133605615	-0.037170315	1.008481305	-0.8087799999999999	0.03052	-0.8698199999999999	3968295.0	1776546330.051981	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59315.805	6911.415	-120387.735	-20746.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.133605615	-0.037170315	1.008481305	-0.8087799999999999	0.03052	-0.8698199999999999	3968296.0	1776546330.052064	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59174.82	6936.705	-120242.25	-20661.344999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.133605615	-0.037170315	1.008481305	-0.8087799999999999	0.03052	-0.8698199999999999	3968297.0	1776546330.05677	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59134.14	6937.469999999999	-120196.34999999999	-20599.695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.133605615	-0.037170315	1.008481305	-0.8087799999999999	0.03052	-0.8698199999999999	3968298.0	1776546330.05678	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59231.25	6916.05	-120204.94499999999	-20611.844999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.13122525000000002	-0.04443348	1.0095189	-0.28994	0.19838	-1.7549	3968299.0	1776546330.060006	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
-59296.409999999996	6892.605	-120169.75499999999	-20567.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.31034482758621	0.0	0.13122525000000002	-0.04443348	1.0095189	-0.28994	0.19838	-1.7549	3968300.0	1776546330.060013	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	spider-man	Spiderman	1	calibration_20260418_140505	marker
