ch_0	ch_1	ch_2	ch_3	ch_4	ch_5	ch_6	ch_7	ch_8	ch_9	ch_10	ch_11	ch_12	ch_13	ch_14	ch_15	ch_16	ch_17	ch_18	ch_19	ch_20	ch_21	ch_22	ch_23	ch_24	ch_25	ch_26	timestamp	marker	ch_29	ch_30	ch_31	ch_32	ch_33	ch_34	ch_35	ch_36	ch_37	ch_38	GestureLabel	CueLabel	TrialNumber	SessionId	MarkerColumn
-73655.28	-36014.22	-108597.915	-19697.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.103448275862085	0.0	0.01086423	-0.0476073	1.018613115	1.32762	-0.03052	0.09156	3498103.0	1776545387.987909	3.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	opened-hand	Open	1	calibration_20260418_134934	marker
-73589.84999999999	-36009.405	-108517.815	-19618.965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.103448275862085	0.0	0.01086423	-0.0476073	1.018613115	1.32762	-0.03052	0.09156	3498104.0	1776545387.987913	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	opened-hand	Open	1	calibration_20260418_134934	marker
-73611.09	-36019.845	-108533.87999999999	-19616.175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.103448275862085	0.0	0.011779755	-0.050353875	1.018002765	0.9919	0.35097999999999996	-0.01526	3498105.0	1776545388.09661	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	opened-hand	Open	1	calibration_20260418_134934	marker
-73668.51	-36035.325	-108590.715	-19655.505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.103448275862085	0.0	0.011779755	-0.050353875	1.018002765	0.9919	0.35097999999999996	-0.01526	3498106.0	1776545388.096617	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	opened-hand	Open	1	calibration_20260418_134934	marker
-73837.75499999999	-36062.369999999995	-108799.78499999999	-19873.665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.103448275862085	0.0	0.011779755	-0.050353875	1.018002765	0.9919	0.35097999999999996	-0.01526	3498107.0	1776545388.096624	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	opened-hand	Open	1	calibration_20260418_134934	marker
-73854.18	-36068.58	-108766.845	-19842.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.103448275862085	0.0	0.011779755	-0.050353875	1.018002765	0.9919	0.35097999999999996	-0.01526	3498108.0	1776545388.09663	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	opened-hand	Open	1	calibration_20260418_134934	marker
-73706.175	-36054.72	-108689.22	-19768.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.103448275862085	0.0	0.011779755	-0.050353875	1.018002765	0.9919	0.35097999999999996	-0.01526	3498109.0	1776545388.096637	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	opened-hand	Open	1	calibration_20260418_134934	marker
-73554.165	-36030.689999999995	-108586.62	-19658.745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.103448275862085	0.0	0.011779755	-0.050353875	1.018002765	0.9919	0.35097999999999996	-0.01526	3498110.0	1776545388.096643	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	opened-hand	Open	1	calibration_20260418_134934	marker
-73641.78	-36021.375	-108671.89499999999	-19757.475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.103448275862085	0.0	0.011779755	-0.050353875	1.018002765	0.9919	0.35097999999999996	-0.01526	3498111.0	1776545388.09665	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	opened-hand	Open	1	calibration_20260418_134934	marker
-73830.19499999999	-36021.24	-108728.09999999999	-19847.565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.103448275862085	0.0	0.011779755	-0.050353875	1.018002765	0.9919	0.35097999999999996	-0.01526	3498112.0	1776545388.096655	0.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	opened-hand	Open	1	calibration_20260418_134934	marker
