,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Target
0,-575.954001,-1850.216311,-1135.995135,844.724646,1075.303645,529.49233,757.56724,-500.630442,2.5859038112237784
1,-286.591405,-1256.216966,-661.965235,863.680403,705.438924,519.320531,534.411041,-535.900519,2.5698701117720835
2,-585.228808,-1339.217621,-790.935334,654.636159,357.574204,569.148732,252.254841,-810.170597,2.554351615285341
3,-675.866212,-1400.218275,-900.905434,729.591916,703.709483,839.976934,307.098642,-899.440674,2.539504059213147
4,-657.503615,-1397.21893,-896.875533,697.547673,705.844762,669.805135,353.942442,-835.710751,2.5254675826055335
5,-695.141019,-1190.219585,-517.845633,430.50343,302.980042,378.633336,239.786243,-856.980829,2.5123648730816655
6,-737.778422,-1331.22024,-966.815732,297.459186,330.115321,445.461537,400.630044,-756.250906,2.5002996633622097
7,-677.415825,-1375.220895,-1146.785832,363.414943,227.2506,341.289739,441.473844,-709.520983,2.4893556010570816
8,-414.053229,-1157.22155,-1104.755931,261.3707,-105.61412,54.11794,359.317645,-563.791061,2.479595507566545
9,-25.690632,-1047.222205,-1081.726031,284.326457,-144.478841,53.946141,604.161445,-169.061138,2.471061033824628
10,-29.328036,-1067.22286,-1058.69613,83.282213,-56.343562,217.774343,728.005246,-189.331216,2.4637727123717994
11,-335.965439,-1177.223515,-1432.66623,-233.76203,204.791718,719.602544,762.849046,-430.601293,2.4577303970741617
12,-664.602843,-1149.22417,-1525.636329,-332.806273,107.926997,1087.430745,573.692847,-656.87137,2.452914073893007
13,-894.240246,-1056.224825,-592.606429,493.149484,-75.937724,1024.258946,258.536647,-1037.141448,2.449285018629462
14,-1085.877649,-1573.22548,-826.576528,512.10524,-756.802445,658.087148,218.380448,-1106.411525,2.446787270691877
15,-1054.515053,-1932.226135,-1913.546628,77.060997,-930.667165,16.915349,-2.775752,-1045.681602,2.445349385811805
16,-661.152456,-2096.22679,-2475.516727,-231.983246,-953.531886,-168.25645,124.068049,-601.95168,2.4448864254028906
17,-710.78986,-2158.227445,-1830.486827,334.972511,169.603393,104.571751,331.911849,-609.221757,2.445302136029007
18,-611.427263,-1876.2281,-1135.456926,682.928268,720.738673,9.399953,342.75565,-638.491834,2.446491269312396
19,-566.064667,-1580.228754,-838.427026,445.884024,797.873952,131.228154,562.59945,-463.761912,2.448341990631529
20,-867.70207,-1617.229409,-762.397125,409.839781,629.009231,278.056355,607.443251,-641.031989,2.4507383241658522
21,-1095.339473,-1584.230064,-573.367225,515.795538,488.144511,459.884557,459.287052,-908.302067,2.4535625822457368
22,-1243.976877,-1673.230719,-779.337324,125.751295,180.27979,584.712758,292.130852,-1120.572144,2.456697728537252
23,-1052.61428,-1521.231374,-708.307424,359.707051,191.415069,562.540959,120.974653,-1136.842221,2.4600296272809974
24,-530.251684,-1202.232029,-692.277523,34.662808,-85.449651,260.36916,5.818453,-893.112299,2.463449134533656
25,-375.889087,-1071.232684,-834.247623,-4.381435,-357.314372,-3.802638,-49.337746,-801.382376,2.466853992027205
26,-358.52649,-1233.233339,-1100.217722,274.574322,-236.179093,82.025563,141.506054,-606.652453,2.4701504897390114
27,-652.163894,-1638.233994,-1332.187822,29.530078,-155.043813,226.853764,441.349855,-595.922531,2.473254869413022
28,-656.801297,-1624.234649,-1284.157921,127.485835,117.091466,245.681965,583.193655,-549.192608,2.4760944479299787
29,-432.438701,-1403.235304,-1106.128021,232.441592,161.226745,161.510167,701.037456,-345.462686,2.4786084464245204
30,-449.076104,-1328.235959,-890.09812,292.397349,124.362025,297.338368,697.881256,-376.732763,2.4807485182143028
31,-577.713508,-1298.236614,-733.06822,212.353105,19.497304,421.166569,465.725057,-571.00284,2.4824789757644283
32,-805.350911,-1657.237269,-1401.038319,277.308862,86.632583,605.99477,359.568857,-800.272918,2.4837767238859
33,-913.988314,-1731.237924,-1365.008419,249.264619,78.767863,585.822972,305.412658,-936.542995,2.4846309129930333
34,-878.625718,-1682.238578,-1343.978518,165.220376,-65.096858,409.651173,269.256458,-910.813072,2.4850423323665085
35,-852.263121,-1680.239233,-1411.948618,125.176132,-146.961579,320.479374,243.100259,-859.08315,2.4850225688459555
36,-777.900525,-1686.239888,-1459.918717,102.131889,-151.826299,282.307576,384.94406,-757.353227,2.484592961087081
37,-694.537928,-1659.240543,-1383.888817,68.087646,-224.69102,284.135777,476.78786,-645.623304,2.483783383363196
38,-861.175332,-1847.241198,-1246.858916,164.043403,-421.555741,206.963978,629.631661,-605.893382,2.4826308957930574
39,-726.812735,-1321.241853,-548.829016,846.999159,-28.420461,343.792179,883.475461,-402.163459,2.4811782997851277
40,-908.450138,-1180.242508,-298.799115,1070.954916,529.714818,814.620381,1118.319262,-476.433537,2.479472638377961
41,-1027.087542,-1217.243163,-370.769215,965.910673,1156.850097,1374.448582,1144.163062,-568.703614,2.4775636810292436
42,-729.724945,-1127.243818,-629.739314,908.86643,777.985377,1387.276783,986.006863,-590.973691,2.4755024312899203
43,-488.362349,-1287.244473,-453.709414,769.822186,764.120656,1294.104984,805.850663,-541.243769,2.473339693747651
44,-494.999752,-1614.245128,-997.679513,375.777943,950.255935,1082.933186,654.694464,-573.513846,2.4711247337116307
45,-491.637156,-1447.245783,-1041.649613,341.7337,242.391215,451.761387,261.538264,-670.783923,2.4689040594354466
46,-818.274559,-1646.246438,-1261.619712,224.689457,-245.473506,70.589588,157.382065,-830.054001,2.4667203523508965
47,-808.911962,-1734.247093,-1524.589812,-209.354786,-556.338227,-149.582211,140.225865,-698.324078,2.4646115659428167
48,-713.549366,-1668.247748,-1501.559911,-251.39903,-566.202947,-283.754009,242.069666,-592.594156,2.4626102086731967
49,-576.186769,-1483.248402,-1280.530011,117.556727,-134.067668,-87.925808,586.913467,-345.864233,2.46074282090941
50,-686.824173,-1548.249057,-1119.50011,262.512484,110.067611,129.902393,663.757267,-446.13431,2.4590296502764057
51,-648.461576,-1403.249712,-788.47021,264.468241,-8.797109,234.730595,443.601068,-587.404388,2.4574845243850647
52,-677.09898,-1625.250367,-1398.440309,246.423997,-108.66183,487.558796,303.444868,-663.674465,2.4561149146322037
53,-886.736383,-1726.251022,-1337.410409,117.379754,-587.526551,357.386997,99.288669,-887.944542,2.454922179856493
54,-951.373786,-1836.251677,-1439.380508,-75.664489,-778.391271,125.215198,136.132469,-885.21462,2.4539019741909756
55,-924.01119,-1906.252332,-1349.350608,40.291268,-445.255992,144.0434,196.97627,-825.484697,2.453044799583532
56,-716.648593,-1773.252987,-987.320707,438.247024,180.879287,324.871601,444.82007,-638.754774,2.452336680250042
57,-603.285997,-1883.253642,-1074.290807,441.202781,-72.985434,366.699802,635.663871,-494.024852,2.4517599338492855
58,-599.9234,-2026.254297,-1398.260906,431.158538,-198.850154,249.528003,725.507671,-450.294929,2.451294012470405
59,-562.560804,-1761.254952,-1343.231006,556.114295,-33.714875,302.356205,883.351472,-376.565007,2.4509163856269964
60,-487.198207,-1316.255607,-851.201105,884.070051,758.420404,556.184406,949.195272,-357.835084,2.450603437357997
61,-645.83561,-1233.256262,-620.171205,1080.025808,957.555684,656.012607,798.039073,-613.105161,2.450331350223638
62,-862.473014,-1445.256917,-821.141304,932.981565,1197.690963,1045.840809,612.882873,-891.375239,2.450076950413024
63,-566.110417,-1279.257572,-1019.111404,337.937322,735.826242,790.66901,377.726674,-749.645316,2.449818490286948
64,-625.747821,-1522.258226,-1600.081503,-462.106922,154.961522,430.497211,162.570475,-750.915393,2.4495363473867147
65,-869.385224,-1804.258881,-1499.051603,-780.151165,-143.903199,230.325412,151.414275,-883.185471,2.4492136221537004
66,-771.022628,-1616.259536,-804.021703,187.804592,42.23208,121.153614,169.258076,-817.455548,2.448836620219828
67,-499.660031,-1526.260191,-1178.991802,674.760349,252.36736,192.981815,319.101876,-559.725626,2.448395209032384
68,-362.297434,-1464.260846,-1093.961902,476.716105,182.502639,175.810016,494.945677,-412.995703,2.447883042648875
69,-251.934838,-1374.261501,-1009.932001,460.671862,249.637918,231.638217,629.789477,-259.26578,2.4472976526584453
70,-446.572241,-1475.262156,-1061.902101,232.627619,-132.226802,-57.533581,424.633278,-422.535858,2.4466404072370733
71,-709.209645,-1772.262811,-1330.8722,142.583376,-199.091523,44.29462,299.477078,-666.805935,2.4459163442106906
72,-885.847048,-1808.263466,-1115.8423,127.539133,-85.956244,302.122821,170.320879,-895.076012,2.4451338875781916
73,-856.484452,-1890.264121,-1453.812399,217.494889,176.179036,600.951022,249.164679,-870.34609,2.444304460140688
74,-849.121855,-1877.264776,-1522.782499,182.450646,110.314315,472.779224,306.00848,-837.616167,2.443442007613286
75,-693.759258,-1652.265431,-1286.752598,95.406403,-92.550406,254.607425,248.85228,-764.886244,2.442562451795512
76,-600.396662,-1741.266086,-1504.722698,-34.63784,-216.415126,198.435626,404.696081,-580.156322,2.441683091997381
77,-638.034065,-1973.266741,-2029.692797,-567.682084,-543.279847,211.263828,555.539882,-480.426399,2.440821974928919
78,-609.671469,-1939.267396,-1842.662897,-130.726327,-721.144568,1.092029,511.383682,-512.696477,2.43999725364895
79,-361.308872,-1827.26805,-1619.632996,352.22943,-566.009288,-89.07977,553.227483,-341.966554,2.4392265559395696
80,-196.946276,-1571.268705,-1713.603096,286.185187,-407.874009,-13.251569,570.071283,-325.236631,2.438526381648848
81,-582.583679,-1702.26936,-1718.573195,651.140943,370.26127,440.576633,560.915084,-547.506709,2.4379115471653026
82,-1096.221082,-2094.270015,-1358.543295,829.0967,1392.39655,1250.404834,751.758884,-738.776786,2.437394693307839
83,-945.858486,-1779.27067,-652.513394,1041.052457,1448.531829,1374.233035,692.602685,-789.046863,2.436985870601361
84,-1277.495889,-2290.271325,-1338.483494,919.008214,982.667108,1125.061236,614.446485,-989.316941,2.4366922132391724
85,-1074.133293,-1902.27198,-1039.453593,556.96397,370.802388,711.889438,391.290286,-1091.587018,2.436517710094957
86,-503.770696,-1507.272635,-910.423693,268.919727,203.937667,409.717639,346.134086,-723.857096,2.436463078031256
87,-162.4081,-1236.27329,-669.393792,158.875484,25.072946,21.54584,286.977887,-443.127173,2.436525739552605
88,-223.045503,-1456.273945,-1062.363892,221.831241,-20.791774,-86.625959,341.821687,-414.39725,2.4366999036645933
89,-160.682906,-1445.2746,-953.333991,399.786997,248.343505,44.202243,584.665488,-277.667328,2.4369767457172484
90,-313.32031,-1549.275255,-1110.304091,349.742754,221.478784,215.030444,583.509288,-379.937405,2.4373446791193776
