,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Target
91,-630.957713,-1713.27591,-1082.27419,611.698511,111.614064,293.858645,379.353089,-675.207482,2.437789709189409
92,-736.595117,-1762.276565,-1153.24429,514.654268,-193.250657,370.686847,261.19689,-874.47756,2.4382958571278426
93,-673.23252,-1616.27722,-1061.214389,245.610024,-670.115378,284.515048,159.04069,-932.747637,2.438845640215255
94,-618.869924,-1820.277874,-1272.184489,59.565781,-1022.980098,146.343249,215.884491,-820.017714,2.4394205929038746
95,-593.507327,-1991.278529,-1669.154588,-189.478462,-492.844819,528.17145,510.728291,-615.287792,2.4400018125124396
96,-627.14473,-1846.279184,-1434.124688,128.477295,117.29046,927.999652,914.572092,-463.557869,2.4405705127714117
97,-906.782134,-1763.279839,-664.094787,1724.433051,1539.42574,1461.827853,1281.415892,-536.827947,2.441108568502224
98,-1147.419537,-2004.280494,-623.064887,2118.388808,1937.561019,1406.656054,1357.259693,-669.098024,2.4415990352394723
99,-857.056941,-1991.281149,-996.034986,1341.344565,1254.696298,887.484255,1142.103493,-441.368101,2.4420266285943946
100,-291.694344,-1695.281804,-1235.005086,661.300322,166.831577,361.312457,664.947294,-254.638179,2.4423781495746844
101,-165.331748,-1535.282459,-1304.975185,174.256079,-245.033143,19.140658,311.791094,-396.908256,2.442642843871346
102,-11.969151,-1428.283114,-885.945285,123.211835,411.102136,520.968859,362.634895,-422.178333,2.4428126852397396
103,-312.606554,-1589.283769,-640.915384,612.167592,1056.237415,1016.797061,391.478695,-703.448411,2.442882575473137
104,-363.243958,-1591.284424,-666.885484,711.123349,794.372695,849.625262,465.322496,-686.718488,2.4428504560209747
105,-256.881361,-1389.285079,-725.855583,907.079106,733.507974,738.453463,520.166296,-543.988566,2.442717328964667
106,-316.518765,-1407.285734,-938.825683,631.034862,516.643253,570.281664,538.010097,-555.258643,2.4424871877537844
107,-153.156168,-1295.286389,-922.795782,535.990619,391.778533,381.109866,526.853898,-452.52872,2.4421668607474776
108,-335.793572,-1630.287044,-1407.765882,-64.053624,-233.086188,-191.061933,207.697698,-538.798798,2.4417657731257885
109,-303.430975,-1715.287698,-1628.735981,-335.097867,-458.950909,-366.233732,263.541499,-401.068875,2.4412956350630086
110,-498.068378,-1670.288353,-1289.706081,-477.142111,-554.815629,-310.405531,250.385299,-573.338952,2.4407700661272664
111,-734.705782,-1876.289008,-1533.67618,-123.186354,-274.68035,39.422671,193.2291,-794.60903,2.4402041676316437
112,-881.343185,-2073.289663,-1752.64628,-50.230597,-177.545071,295.250872,168.0729,-963.879107,2.4396140560666426
113,-809.980589,-2018.290318,-1625.616379,-129.27484,-210.409791,290.079073,47.916701,-987.149184,2.4390163717566953
114,-542.617992,-1830.290973,-1581.586479,-169.319084,-226.274512,171.907274,45.760501,-838.419262,2.438427777480866
115,-456.255395,-1780.291628,-1469.556578,-166.363327,-169.139233,173.735476,159.604302,-741.689339,2.437864461968028
116,-248.892799,-1431.292283,-821.526678,58.59243,-184.003953,31.563677,224.448102,-608.959417,2.437341662919747
117,-199.530202,-1510.292938,-1255.496777,188.548187,-7.868674,133.391878,433.291903,-468.229494,2.4368732235416406
118,-200.167606,-1486.293593,-1354.466877,180.503943,-119.733395,104.22008,531.135703,-452.499571,2.436471195499348
119,-0.805009,-1312.294248,-1146.436976,375.4597,-507.598115,-3.951719,587.979504,-300.769649,2.43614549979192
120,-108.442413,-1523.294903,-1692.407076,1.415457,-876.462836,6.876482,500.823305,-365.039726,2.4359036552964692
121,-171.079816,-1328.295558,-1435.377175,-474.628786,-1208.327557,-134.295317,157.667105,-637.309803,2.435750582734327
122,-875.717219,-2125.296213,-1733.347275,-449.67303,-352.192277,480.532885,104.510906,-1018.579881,2.435688489598491
123,-807.354623,-2008.296868,-1304.317374,345.282727,716.943002,952.361086,356.354706,-975.849958,2.435716839227522
124,-623.992026,-1852.297522,-1170.287474,370.238484,54.078281,527.189287,288.198507,-817.120036,2.435832404778123
125,-758.62943,-2067.298177,-1302.257573,704.194241,354.213561,510.017488,416.042307,-762.390113,2.4360294064046184
126,-451.266833,-1873.298832,-1190.227673,1090.149998,722.34884,500.84569,583.886108,-467.66019,2.4362997275653195
127,-430.904237,-1853.299487,-1286.197772,698.105754,778.484119,515.673891,582.729908,-389.930268,2.4366332041081042
128,-399.54164,-1614.300142,-1116.167872,495.061511,486.619399,353.502092,627.573709,-395.200345,2.43701797770145
129,-160.179043,-1262.300797,-949.137971,321.017268,298.754678,306.330293,742.417509,-224.470422,2.4374409033283966
130,-208.816447,-1131.301452,-744.108071,387.973025,521.889957,329.158495,702.26131,-305.7405,2.4378879989984665
131,-365.45385,-1460.302107,-1261.07817,729.928781,978.025237,715.986696,744.10511,-438.010577,2.438344924597501
132,-490.091254,-1695.302762,-1095.04827,876.884538,745.160516,810.814897,529.948911,-665.280654,2.438797475919891
133,-640.728657,-2112.303417,-1398.018369,678.840295,540.295795,754.643099,426.792711,-823.550732,2.439232079434357
134,-529.366061,-2024.304072,-1500.988469,462.796052,519.431075,582.4713,333.636512,-820.820809,2.439636273235723
135,-184.003464,-1639.304727,-1286.958568,402.751808,371.566354,386.299501,235.480313,-596.090887,2.4399991599332984
136,-169.640867,-1750.305382,-1454.928668,280.707565,-288.298367,256.127702,391.324113,-468.360964,2.4403118179133023
137,130.721729,-1160.306037,-771.898767,474.663322,-1174.163087,-154.044096,298.167914,-403.631041,2.44056765847024
138,24.084326,-1210.306692,-906.868867,324.619079,-1584.027808,-547.215895,193.011714,-456.901119,2.44076271770259
139,-60.553078,-1435.307346,-1227.838966,167.574835,-790.892529,-219.387694,497.855515,-326.171196,2.440895873775149
140,-113.190481,-1624.308001,-1438.809066,-18.469408,-276.757249,124.440507,564.699315,-305.441273,2.4409689821194798
141,-118.827885,-1507.308656,-1212.779165,165.486349,-31.62197,150.268709,387.543116,-407.711351,2.440986923324176
142,-226.465288,-1445.309311,-931.749265,691.442106,1175.513309,755.09691,377.386916,-519.981428,2.4409575608016696
143,-445.102691,-1558.309966,-1038.719364,757.397862,1767.648588,1171.925111,458.230717,-631.251506,2.440891607747727
144,-666.740095,-1820.310621,-1339.689464,359.353619,1127.783868,922.753313,499.074517,-757.521583,2.4408024053706243
145,-856.377498,-2049.311276,-1432.659563,7.309376,529.919147,545.581514,332.918318,-924.79166,2.4407056167953987
146,-770.014902,-1857.311931,-864.629663,624.265133,673.054426,456.409715,308.762118,-772.061738,2.4406188433812113
147,-635.652305,-1858.312586,-1019.599762,574.220889,579.189706,417.237916,452.605919,-518.331815,2.440561172365687
148,-425.289709,-1754.313241,-1018.569862,569.176646,457.324985,359.066118,575.44972,-364.601892,2.4405526667117705
149,-251.927112,-1739.313896,-1255.539961,501.132403,564.460264,400.894319,750.29352,-253.87197,2.4406138097279846
150,-93.564515,-1582.314551,-1276.510061,581.08816,262.595544,213.72252,446.137321,-374.142047,2.4407649184162863
151,62.798081,-1274.315206,-1104.48016,354.043916,-202.269177,49.550721,158.981121,-510.412124,2.4410255405350676
152,-247.839322,-1599.315861,-1064.45026,-312.000327,-381.133898,54.378923,20.824922,-672.682202,2.4414138510188415
153,-398.476726,-1929.316516,-1825.420359,-423.04457,200.001382,532.207124,195.668722,-650.952279,2.441946063651133
154,-746.114129,-2125.31717,-2104.390459,-350.088813,149.136661,537.035325,243.512523,-796.222357,2.4426358737333898
155,-1198.751533,-2328.317825,-1783.360558,233.866944,-93.72806,258.863526,110.356323,-949.492434,2.4434939469310897
156,-1377.388936,-2458.31848,-1365.330658,906.8227,222.40722,192.691728,121.200124,-971.762511,2.4445274685198
157,-1150.026339,-2308.319135,-1781.300757,561.778457,288.542499,217.519929,290.043924,-833.032589,2.4457397659202003
158,-816.663743,-2232.31979,-2062.270857,186.734214,-269.322222,-99.65187,325.887725,-631.302666,2.447130015733248
159,-158.301146,-1584.320445,-1040.240956,220.689971,-589.186942,-284.823668,295.731525,-354.572743,2.4486930445051756
160,280.06145,-1379.3211,-1265.211056,715.645727,-146.051663,180.004533,354.575326,-217.842821,2.4504192302152807
161,236.424047,-1178.321755,-727.181155,484.601484,-92.916384,555.832734,246.419126,-384.112898,2.452294509042928
162,-291.213357,-1439.32241,-1131.151255,-354.442759,3.218896,768.660935,105.262927,-747.382976,2.4543004893947136
163,-471.85076,-1828.323065,-1776.121354,-984.487002,317.354175,616.489137,150.106728,-755.653053,2.4564146725233384
164,-258.488163,-1665.32372,-1504.091454,-7.531246,809.489454,129.317338,73.950528,-604.92313,2.4586107764137113
165,51.874433,-1212.324375,-668.061553,1271.424511,877.624734,-58.854461,7.794329,-498.193208,2.4608591570171723
166,-44.76297,-1216.32503,-196.031653,1046.380268,616.760013,99.97374,191.638129,-481.463285,2.4631273184481697
167,3.599626,-1293.325685,-414.001752,911.336025,655.895292,289.801942,467.48193,-336.733362,2.465380501482906
168,91.962223,-1315.32634,-644.971852,701.291781,611.030572,254.630143,578.32573,-235.00344,2.4675823376753696
169,65.324819,-1458.326994,-863.941951,671.247538,697.165851,345.458344,758.169531,-133.273517,2.46969555468552
170,-286.312584,-1740.327649,-1148.912051,630.203295,727.30113,444.286545,721.013331,-351.543594,2.4716827170423676
171,-490.949987,-1736.328304,-1291.88215,466.159052,653.43641,614.114747,530.857132,-581.813672,2.4735069855776803
172,-680.587391,-1752.328959,-1249.85225,292.114808,541.571689,689.942948,323.700932,-870.083749,2.475132878190444
173,-558.224794,-1512.329614,-662.822349,785.070565,715.706968,857.771149,328.544733,-842.353827,2.4765270144538363
174,-617.862198,-1607.330269,-726.792449,595.026322,240.842248,564.599351,268.388533,-735.623904,2.477658826860076
175,-893.499601,-1841.330924,-1070.762548,190.982079,-392.022473,495.427552,302.232334,-736.893981,2.4785012222075435
176,-863.137005,-1876.331579,-1684.732648,-237.062165,-1082.887194,351.255753,461.076134,-631.164059,2.479031177751475
177,-871.774408,-2136.332234,-2051.702747,-168.106408,-943.751914,48.083954,345.919935,-707.434136,2.479230258236032
178,-414.411811,-1904.332889,-1392.672847,451.849349,42.383365,-216.087844,356.763736,-503.704213,2.4790850417636148
179,40.950785,-1712.333544,-1158.642946,760.805106,789.518644,-74.259643,468.607536,-202.974291,2.478587444589791
180,-190.686618,-1999.334199,-1895.613046,-194.239137,107.653924,-105.431442,276.451337,-484.244368,2.4777349373045277
181,-354.324022,-1881.334854,-1424.583145,-142.283381,-314.210797,-143.603241,-43.704863,-771.514446,2.4765306474118085
182,-375.961425,-1578.335509,-888.553245,361.672376,186.924482,158.224961,-150.861062,-920.784523,2.4749833459850263
183,-420.598829,-1607.336164,-842.523344,329.628133,161.059762,273.053162,-129.017262,-916.0546,2.4731073187868873
184,-425.236232,-1655.336818,-929.493444,297.58389,-128.804959,124.881363,-80.173461,-854.324678,2.4709221249311115
185,-374.873635,-1582.337473,-1065.463543,219.539646,-217.66968,-15.290435,-59.329661,-804.594755,2.468452248761187
186,-217.511039,-1411.338128,-1187.433643,34.495403,-113.534401,-72.462234,-59.48586,-686.864832,2.4657266530638204
187,-232.148442,-1457.338783,-1296.403742,-42.54884,-292.399121,-188.634033,-13.64206,-640.13491,2.4627782439610035
188,-277.785846,-1587.339438,-1325.373842,182.406917,270.736158,-7.805832,216.201741,-523.404987,2.459643259780271
189,-106.423249,-1362.340093,-1036.343941,161.362673,0.871437,3.02237,326.045541,-372.675064,2.4563605978409786
190,-201.060653,-1367.340748,-983.314041,240.31843,-459.993283,-96.149429,205.889342,-483.945142,2.452971094377244
191,-333.698056,-1435.341403,-1122.28414,295.274187,-637.858004,-26.321228,49.733143,-659.215219,2.4495167737174115
192,-609.335459,-1657.342058,-1316.25424,245.229944,154.277275,551.506973,42.576943,-882.485297,2.4460400833376137
193,-600.972863,-1553.342713,-996.224339,266.1857,586.412555,765.335175,100.420744,-888.755374,2.442583131496139
194,-498.610266,-1480.343368,-978.194439,277.141457,486.547834,503.163376,105.264544,-811.025451,2.439186943839558
195,-572.24767,-1742.344023,-1520.164538,250.097214,150.683113,194.991577,119.108345,-800.295529,2.4358907546652175
196,-448.885073,-1648.344678,-1444.134638,264.052971,130.818393,81.819778,109.952145,-692.565606,2.4327313474521257
197,-369.522477,-1817.345333,-1541.104737,555.008727,782.953672,272.64798,308.795946,-551.835683,2.4297424578669404
198,-347.15988,-2048.345988,-1777.074837,451.964484,486.088951,224.476181,389.639746,-478.105761,2.4269542507552564
199,-286.797283,-2050.346642,-1703.044936,351.920241,63.224231,224.304382,533.483547,-370.375838,2.424392880689206
200,-478.434687,-1895.347297,-1267.015036,79.875998,-257.64049,457.132584,523.327347,-508.645916,2.4220801435144126
201,-500.07209,-1661.347952,-1145.985136,630.831754,281.494789,696.960785,621.171148,-561.915993,2.4200332240804228
202,-351.709494,-1127.348607,-709.955235,877.787511,567.630069,732.788986,410.014948,-645.18607,2.418264543008909
203,-276.346897,-1030.349262,-651.925335,338.743268,1110.765348,996.617187,405.858749,-685.456148,2.416781703013719
204,-347.9843,-1310.349917,-933.895434,-166.300975,555.900627,535.445389,145.702549,-818.726225,2.415587532995564
205,-201.621704,-971.350572,-267.865534,521.654781,-88.964093,-146.72641,-201.45365,-875.996302,2.4146802259483446
206,-314.259107,-1315.351227,-676.835633,553.610538,-64.828814,-105.898209,-87.609849,-779.26638,2.4140535646861694
207,-254.896511,-1490.351882,-1335.805733,278.566295,23.306465,-14.070008,67.233951,-667.536457,2.413697227576824
208,-83.533914,-1384.352537,-1195.775832,78.522052,-119.558255,-90.241806,285.077752,-476.806534,2.413597164888897
209,59.828682,-1303.353192,-1205.745932,-10.522191,-192.422976,-21.413605,479.921552,-230.076612,2.413736035058566
210,-66.808721,-1297.353847,-782.716031,402.433565,-51.287697,-54.585404,290.765353,-399.346689,2.4140936891825917
211,-387.446124,-1661.354502,-1395.686131,514.389322,288.847583,338.242797,256.609153,-674.616767,2.414647691361955
212,-573.083528,-1742.355157,-1610.65623,384.345079,156.982862,527.070999,97.452954,-962.886844,2.415373862162506
213,-500.720931,-1593.355812,-1321.62633,543.300836,232.118141,791.8992,252.296754,-912.156921,2.4162468324229773
214,-448.358335,-1315.356466,-525.596429,1161.256592,405.253421,951.727401,561.140555,-781.426999,2.4172405949162594
215,-521.995738,-1406.357121,-577.566529,1094.212349,712.3887,1080.555603,745.984355,-695.697076,2.4183290419386334
216,-556.633142,-1598.357776,-956.536628,704.168106,727.523979,601.383804,529.828156,-625.967153,2.41948647773818
217,-811.270545,-1830.358431,-1317.506728,164.123863,336.659259,28.212005,97.671956,-834.237231,2.420688095766277
218,-693.907948,-1807.359086,-1611.476827,-159.920381,-95.205462,-340.959794,-11.484243,-761.507308,2.421910412008115
219,-388.545352,-1774.359741,-1975.446927,-245.964624,-260.070183,-287.131592,181.359557,-523.777386,2.4231316470788924
220,-85.182755,-1530.360396,-1751.417026,-124.008867,-527.934903,-173.303391,238.203358,-471.047463,2.4243320513181987
221,-121.820159,-1434.361051,-1182.387126,-75.05311,-693.799624,-113.47519,109.047159,-586.31754,2.4254941687312574
222,-218.457562,-1227.361706,-635.357225,450.902646,-138.664345,188.353011,-78.109041,-770.587618,2.426603037266954
223,-485.094966,-1256.362361,-684.327325,542.858403,318.470935,542.181213,-20.26524,-987.857695,2.4276463245450475
224,-645.732369,-1676.363016,-1203.297424,275.81416,-100.393786,365.009414,-19.42144,-1010.127772,2.4286143997070453
225,-571.369772,-1725.363671,-1241.267524,419.769917,134.741493,367.837615,156.422361,-919.39785,2.429500343528745
226,-393.007176,-1714.364326,-1595.237623,-188.274327,192.876773,254.665817,281.266161,-555.667927,2.43029990026354
227,-171.644579,-1575.364981,-1393.207723,-132.31857,-104.987948,-115.505982,-16.890038,-497.938004,2.4310113758555016
228,-233.281983,-1653.365636,-1335.177822,-198.362813,-1002.852669,-565.677781,-155.046238,-614.208082,2.431635488147013
229,-102.919386,-1572.36629,-1155.147922,122.592944,-1021.71739,-515.84958,98.797563,-491.478159,2.432175175490476
230,-115.55679,-1617.366945,-1318.118021,389.5487,-199.58211,-67.021378,169.641363,-497.748237,2.432635370746983
231,-240.194193,-1710.3676,-1286.088121,497.504457,432.553169,321.806823,148.485164,-649.018314,2.4330227480127395
232,-420.831596,-1822.368255,-1399.05822,483.460214,488.688448,424.635024,64.328964,-818.288391,2.4333454495586424
233,-419.469,-1894.36891,-1609.02832,279.415971,339.823728,451.463225,94.172765,-797.558469,2.4336128004081936
234,-506.106403,-1827.369565,-1341.998419,34.371727,314.959007,359.291427,34.016566,-850.828546,2.4338350177276884
235,-590.743807,-1577.37022,-780.968519,111.327484,-104.905714,71.119628,-196.139634,-947.098623,2.43402292177925
236,-550.38121,-1608.370875,-1080.938618,658.283241,-249.770434,174.947829,-22.295833,-818.368701,2.434187654614583
237,-581.018614,-1627.37153,-1278.908718,677.238998,-365.635155,290.77603,147.547967,-733.638778,2.434340411991541
238,-511.656017,-1656.372185,-1365.878817,76.194755,-554.499876,42.604232,223.391768,-641.908856,2.434492193205309
239,-241.29342,-1595.37284,-1312.848917,-249.849489,-529.364596,-114.567567,407.235568,-433.178933,2.4346535726710656
240,-155.930824,-1584.373495,-1150.819016,-13.893732,67.770683,250.260634,523.079369,-445.44901,2.4348344962057213
241,-236.568227,-1639.37415,-1174.789116,280.062025,605.905962,689.088836,437.923169,-596.719088,2.435044104062459
