Channel1	Channel2	Channel3	Channel4	Channel5	Channel6	Channel7	Channel8	FilteredChannel1	FilteredChannel2	FilteredChannel3	FilteredChannel4	FilteredChannel5	FilteredChannel6	FilteredChannel7	FilteredChannel8	GyroX	GyroY	GyroZ	AccX	AccY	AccZ	PPG1	PPG2	rawPPG1	rawPPG2	rawPPG3	Hr	Hrv	Battery	Trigger	PhysicalTrigger	AutoTrigger	NumMeasurements	Timestamp
-23873.985000	-31537.890000	-29052.720000	-15414.705000	0.000000	0.000000	0.000000	0.000000	-20.332925	12.140677	-19.792746	-17.968882	0.000000	0.000000	-0.000000	0.000000	2.914660	0.564620	0.106820	0.006653	0.984067	-0.014343	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	554582.000000	1772311769.011217
-23864.040000	-31534.200000	-29048.760000	-15408.405000	0.000000	0.000000	0.000000	0.000000	-16.135203	2.241724	-15.769133	-12.793298	0.000000	0.000000	-0.000000	0.000000	2.914660	0.564620	0.106820	0.006653	0.984067	-0.014343	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	554583.000000	1772311769.013901
-23848.920000	-31553.820000	-29038.320000	-15395.445000	0.000000	0.000000	0.000000	0.000000	-0.660905	-13.669043	-0.862970	1.490375	0.000000	0.000000	-0.000000	0.000000	2.914660	0.564620	0.106820	0.006653	0.984067	-0.014343	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	554584.000000	1772311769.013904
-23837.940000	-31606.785000	-29026.395000	-15378.705000	0.000000	0.000000	0.000000	0.000000	16.975946	-30.810021	15.853771	16.617242	0.000000	0.000000	-0.000000	0.000000	2.914660	0.564620	0.106820	0.006653	0.984067	-0.014343	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	554585.000000	1772311769.017864
-23837.895000	-31646.295000	-29032.965000	-15401.250000	0.000000	0.000000	0.000000	0.000000	27.201504	-43.591982	25.438621	24.425187	0.000000	0.000000	-0.000000	0.000000	2.914660	0.564620	0.106820	0.006653	0.984067	-0.014343	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	554586.000000	1772311769.017867
-23835.555000	-31690.440000	-29031.660000	-15397.875000	0.000000	0.000000	0.000000	0.000000	25.183341	-46.200760	23.501331	20.603610	0.000000	0.000000	-0.000000	0.000000	2.914660	0.564620	0.106820	0.006653	0.984067	-0.014343	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	554587.000000	1772311769.021985
-23837.220000	-31710.915000	-29028.780000	-15387.570000	0.000000	0.000000	0.000000	0.000000	12.770157	-34.803689	11.926426	7.710705	0.000000	0.000000	-0.000000	0.000000	2.914660	0.564620	0.106820	0.006653	0.984067	-0.014343	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	554588.000000	1772311769.021989
-23843.430000	-31682.925000	-29035.485000	-15392.790000	0.000000	0.000000	0.000000	0.000000	-3.511012	-9.803912	-2.832184	-6.286058	0.000000	0.000000	-0.000000	0.000000	1.480220	0.778260	0.030520	0.006897	0.985227	-0.016235	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	554589.000000	1772311769.025962
-23826.600000	-31729.680000	-29021.040000	-15378.930000	0.000000	0.000000	0.000000	0.000000	-16.332157	22.388122	-14.065441	-14.600698	0.000000	0.000000	-0.000000	0.000000	1.480220	0.778260	0.030520	0.006897	0.985227	-0.016235	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	554590.000000	1772311769.025964
-23822.010000	-31780.035000	-29014.740000	-15369.480000	0.000000	0.000000	0.000000	0.000000	-20.622216	48.114285	-17.723875	-15.044851	0.000000	0.000000	-0.000000	0.000000	1.480220	0.778260	0.030520	0.006897	0.985227	-0.016235	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	146.827586	0.000000	-1.000000	-1.000000	554591.000000	1772311769.031225
